N,종목명,현재가,전일비,등락률,액면가,매출액,영업이익,PER,ROE
1496.0,TIMEFOLIO 미국S&P500액티브,17935.0,하락  175,-0.97%,0.0,,,,
1497.0,대신 인버스 2X 코스닥 150 선물 ETN,6780.0,하락  125,-1.81%,0.0,,,,
1498.0,TIGER 리츠부동산인프라채권TR KIS,4840.0,보합0,0.00%,0.0,,,,
1499.0,KODEX KRX300,16910.0,하락  45,-0.27%,0.0,,,,
1500.0,TIGER 차이나클린에너지SOLACTIVE,5830.0,하락  90,-1.52%,0.0,,,,
1501.0,QV 월간 레버리지 코스피 200 선물 ETN,20195.0,보합0,0.00%,0.0,
1502.0,KB 인버스 2X KOSDAQ 150 선물 ETN,6725.0,하락  160,-2.32%,0.0,
1503.0,KODEX 3대농산물선물(H),10185.0,상승  30,+0.30%,0.0,
1504.0,코리아써우,6790.0,상승  60,+0.89%,500.0,-5.76
1505.0,대신 KAP 통안채 3개월 ETN,50305.0,보합0,0.00%,0.0,
1506.0,대신 KAP 통안채 6개월 ETN,50290.0,보합0,0.00%,0.0,
1507.0,SOL 200 Top10,8340.0,하락  60,-0.71%,0.0,
1508.0,HANARO Fn전기&수소차,8690.0,하락  40,-0.46%,0.0,
1509.0,한투 레버리지 플래티넘 선물 ETN,19945.0,하락  130,-0.65%,0.0,
1510.0,메리츠 국채10년 ETN,9945.0,하락  5,-0.05%,0.0,
1511.0,KB 블룸버그 레버리지 천연가스 선물 ETN,7925.0,하락  645,-7.53%,0.0,
1512.0,신한 K200 USD 선물 바이셀 ETN,9835.0,보합0,0.00%,0.0,
1513.0,하나 레버리지 구리 선물 ETN(H),19645.0,보합0,0.00%,0.0,
1514.0,ACE 미국30년국채액티브,9800.0,상승  35,+0.36%,0.0,
1515.0,미래에셋 코스닥150 선물 ETN,9800.0,상승  40,+0.41%,0.0,
1516.0,TIGER 게임TOP10,5275.0,하락  25,-0.47%,0.0,
1517.0,키움 인버스 미국달러선물 ETN,9695.0,하락  30,-0.31%,0.0,
1518.0,메리츠 레버리지 구리 선물 ETN(H),19365.0,하락  250,-1.27%,0.0,
1519.0,삼성 레버리지 구리 선물 ETN(H),19340.0,하락  275,-1.40%,0.0,
1520.0,QV 레버리지 구리 선물 ETN(H),19300.0,하락  220,-1.13%,0.0,
1521.0,키움 코스닥 150 TR ETN,9600.0,상승  60,+0.63%,0.0,
1522.0,대덕전자1우,9130.0,상승  60,+0.66%,500.0,29.17
1523.0,QV 코스닥 150 TR ETN,9555.0,상승  40,+0.42%,0.0,
1524.0,TIGER 배당성장,19135.0,상승  105,+0.55%,0.0,
1525.0,한투 FTSE100 ETN,18770.0,상승  245,+1.32%,0.0,
1526.0,대한제당우,2890.0,상승  5,+0.17%,500.0,9.63
1527.0,한국패러랠,234.0,하락  3,-1.27%,0.0,
1528.0,KBSTAR 배터리 리사이클링iSelect,11010.0,상승  40,+0.36%,0.0,
1529.0,ACE 글로벌메타버스테크액티브,12385.0,하락  155,-1.24%,0.0,
1530.0,TIGER KRX기후변화솔루션,11960.0,하락  50,-0.42%,0.0,
1531.0,ACE 국고채3년,102735.0,상승  40,+0.04%,0.0,
1532.0,미래에셋 코스피200 선물 ETN,9200.0,하락  50,-0.54%,0.0,
1533.0,KODEX 에너지화학,13815.0,상승  210,+1.54%,0.0,
1534.0,TIGER 200TR,20365.0,하락  15,-0.07%,0.0,
1535.0,하나 인버스 2X 옥수수 선물 ETN(H),18285.0,상승  345,+1.92%,0.0,
1536.0,ACE 글로벌인컴TOP10 SOLACTIVE,10730.0,상승  75,+0.70%,0.0,
1537.0,KODEX 미국S&P500산업재(합성),29190.0,상승  370,+1.28%,0.0,
1538.0,하이트진로2우B,15940.0,하락  50,-0.31%,5000.0,28.46
1539.0,KBSTAR 미국S&P원유생산기업(합성 H),6750.0,상승  85,+1.28%,0.0,
1540.0,KODEX 미국S&P바이오(합성),26550.0,상승  700,+2.71%,0.0,
1541.0,신한 옥수수 선물 ETN(H),8910.0,하락  120,-1.33%,0.0,
1542.0,KODEX 유럽명품TOP10 STOXX,9625.0,상승  185,+1.96%,0.0,
1543.0,QV 월간 레버리지 코스닥 150 선물 ETN,17650.0,보합0,0.00%,0.0,
1544.0,KB CSI 300 ETN,8820.0,상승  45,+0.51%,0.0,
1545.0,TIGER MSCI KOREA ESG리더스,9020.0,하락  35,-0.39%,0.0,
1546.0,ACE 러시아MSCI(합성),9505.0,보합0,0.00%,0.0,
1547.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1756.0,하락  3,-0.17%,0.0,
1548.0,HANARO 코스닥150,13100.0,하락  95,-0.72%,0.0,
1549.0,ARIRANG 미국S&P500,13490.0,상승  25,+0.19%,0.0,
1550.0,덕성우,12590.0,상승  140,+1.12%,500.0,42.11
1551.0,ACE KPOP포커스,8150.0,상승  45,+0.56%,0.0,,,,
1552.0,KODEX iShares미국투자등급회사채액티브,10890.0,상승  100,+0.93%,0.0,,,,
1553.0,KOSEF 미국원유에너지기업,11540.0,상승  80,+0.70%,0.0,,,,
1554.0,TIGER 200 건설,3045.0,상승  10,+0.33%,0.0,,,,
1555.0,메리츠 미국 인플레이션 국채 ETN(H),8615.0,보합0,0.00%,0.0,,,,
1556.0,한투 레버리지 유로스탁스50 ETN(H) B,17165.0,보합0,0.00%,0.0,,,,
1557.0,태양금속우,5160.0,상승  295,+6.06%,500.0,,,53.75,
1558.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),16975.0,상승  35,+0.21%,0.0,,,,
1559.0,TIGER 차이나반도체FACTSET,5170.0,하락  40,-0.77%,0.0,,,,
1560.0,삼양홀딩스우,55500.0,상승  300,+0.54%,5000.0,,,2.71,
1561.0,SOL 자동차소부장Fn,10545.0,하락  5,-0.05%,0.0,,,,
1562.0,HANARO 글로벌탄소배출권선물ICE(합성),10885.0,상승  55,+0.51%,0.0,,,,
1563.0,KBSTAR 200선물레버리지,16845.0,하락  25,-0.15%,0.0,,,,
1564.0,KB 레버리지 KOSDAQ 150 선물 ETN,33690.0,상승  725,+2.20%,0.0,,,,
1565.0,신한 인버스 옥수수 선물 ETN(H),8410.0,상승  65,+0.78%,0.0,,,,
1566.0,미래에셋 인버스 코스닥150 선물 ETN,8405.0,하락  10,-0.12%,0.0,,,,
1567.0,KOSEF 미국달러선물레버리지,14000.0,상승  110,+0.79%,0.0,,,,
1568.0,KB CSI 500 ETN,8395.0,상승  70,+0.84%,0.0,,,,
1569.0,미래에셋 -2X 홍콩H 선물 ETN(H),16750.0,하락  160,-0.95%,0.0,,,,
1570.0,신한 인버스 코스닥 150 선물 ETN,8370.0,하락  95,-1.12%,0.0,,,,
1571.0,QV US 500 월간레버리지 ETN(H),33340.0,보합0,0.00%,0.0,,,,
1572.0,TIGER 농산물선물Enhanced(H),6405.0,하락  25,-0.39%,0.0,,,,
1573.0,삼성 인버스 2X S&P500 선물 ETN,16550.0,상승  135,+0.82%,0.0,,,,
1574.0,TIGER 단기선진하이일드(합성 H),12700.0,상승  80,+0.63%,0.0,,,,
1575.0,메리츠 레버리지 대표 농산물 선물 ETN(H),16485.0,하락  30,-0.18%,0.0,,,,
1576.0,TIGER 스페이스테크iSelect,11360.0,하락  100,-0.87%,0.0,,,,
1577.0,메리츠 인버스 2X 미국채30년 ETN(H),16465.0,하락  245,-1.47%,0.0,,,,
1578.0,KOSEF 국고채3년,109435.0,상승  95,+0.09%,0.0,,,,
1579.0,대신 밀 선물 ETN(H),8175.0,상승  35,+0.43%,0.0,,,,
1580.0,KODEX 53-09 국고채액티브,10565.0,하락  20,-0.19%,0.0,,,,
1581.0,KODEX 미국나스닥100선물인버스(H),8555.0,상승  55,+0.65%,0.0,,,,
1582.0,미래에셋 레버리지 옥수수 선물 ETN,16245.0,하락  220,-1.34%,0.0,,,,
1583.0,일정실업,13460.0,상승  100,+0.75%,5000.0,326.0,-15.0,-43.99,-52.94
1584.0,메리츠 인버스 2X 미국채10년 ETN(H),16150.0,하락  140,-0.86%,0.0,,,,
1585.0,ACE 주주환원가치주액티브,11960.0,상승  160,+1.36%,0.0,,,,
1586.0,TIGER 탄소효율그린뉴딜,8965.0,하락  35,-0.39%,0.0,,,,
1587.0,SOL 미국테크TOP10,10405.0,하락  85,-0.81%,0.0,,,,
1588.0,한투 인버스 2X 구리 선물 ETN,16080.0,상승  210,+1.32%,0.0,,,,
1589.0,KODEX 구리선물(H),8035.0,보합0,0.00%,0.0,,,,
1590.0,한투 인버스 2X 금 선물 ETN,16050.0,하락  150,-0.93%,0.0,,,,
1591.0,KODEX 미국S&P500헬스케어,11850.0,하락  20,-0.17%,0.0,,,,
1592.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),15970.0,하락  305,-1.87%,0.0,,,,
1593.0,KB 인버스 2X 나스닥 100 ETN,3980.0,상승  70,+1.79%,0.0,,,,
1594.0,KBSTAR 200선물인버스,5485.0,보합0,0.00%,0.0,,,,
1595.0,KBSTAR 삼성그룹Top3채권혼합블룸버그,9940.0,하락  25,-0.25%,0.0,,,,
1596.0,에셋플러스 코리아플랫폼액티브,6860.0,상승  75,+1.11%,0.0,,,,
1597.0,SOL 미국나스닥100,10840.0,하락  20,-0.18%,0.0,,,,
1598.0,삼성 인버스 2X 항셍테크 ETN(H),7835.0,상승  5,+0.06%,0.0,,,,
1599.0,WOORI 미국S&P500,13575.0,상승  25,+0.18%,0.0,,,,
1600.0,코아스,502.0,상승  15,+3.08%,500.0,737.0,-30.0,-2.32,-49.95
1601.0,TIGER 차이나CSI300인버스(합성),8550.0,하락  80,-0.93%,0.0,,,,
1602.0,TIGER 유로스탁스배당30,12730.0,상승  90,+0.71%,0.0,,,,
1603.0,한투 금 선물 ETN,15235.0,상승  195,+1.30%,0.0,,,,
1604.0,TIGER 글로벌사이버보안INDXX,11900.0,하락  125,-1.04%,0.0,,,,
1605.0,미래에셋 2X 미국채울트라30년 선물 ETN,7615.0,상승  135,+1.80%,0.0,,,,
1606.0,한투 레버리지 베트남 VN30 선물 ETN(H),15185.0,상승  245,+1.64%,0.0,,,,
1607.0,TIGER 200 에너지화학,12375.0,상승  225,+1.85%,0.0,,,,
1608.0,BNK 주주가치액티브,13645.0,상승  65,+0.48%,0.0,,,,
1609.0,ARIRANG 선진국MSCI(합성 H),12230.0,상승  265,+2.21%,0.0,,,,
1610.0,KB 레버리지 KOSPI 200 선물 ETN,29805.0,하락  70,-0.23%,0.0,,,,
1611.0,SOL 미국30년국채액티브(H),9030.0,상승  60,+0.67%,0.0,,,,
1612.0,KODEX KRX300레버리지,14875.0,하락  160,-1.06%,0.0,,,,
1613.0,KBSTAR 미국반도체NYSE,15655.0,상승  10,+0.06%,0.0,,,,
1614.0,TIGER MKF배당귀족,12910.0,상승  85,+0.66%,0.0,,,,
1615.0,메리츠 인버스 2X 국채30년 ETN,14830.0,하락  30,-0.20%,0.0,,,,
1616.0,KBSTAR 채권혼합,61490.0,하락  15,-0.02%,0.0,,,,
1617.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,7325.0,하락  605,-7.63%,0.0,,,,
1618.0,KODEX 미국S&P500테크놀로지,12730.0,하락  175,-1.36%,0.0,,,,
1619.0,하나 S&P 인버스 2X WTI원유 선물 ETN,14615.0,상승  605,+4.32%,0.0,,,,
1620.0,KBSTAR 미국고정배당우선증권ICE TR,10820.0,상승  125,+1.17%,0.0,,,,
1621.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,2430.0,상승  30,+1.25%,0.0,,,,
1622.0,KODEX 차이나과창판STAR50(합성),5820.0,상승  75,+1.31%,0.0,,,,
1623.0,하나 S&P 레버리지 WTI원유 선물 ETN,14520.0,하락  400,-2.68%,0.0,,,,
1624.0,QV 블룸버그 -2X WTI원유선물 ETN,14495.0,상승  550,+3.94%,0.0,,,,
1625.0,KB S&P 인버스 2X WTI원유 선물 ETN,14475.0,상승  475,+3.39%,0.0,,,,
1626.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,14470.0,상승  485,+3.47%,0.0,,,,
1627.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,14420.0,하락  385,-2.60%,0.0,,,,
1628.0,QV 블룸버그 2X WTI원유선물 ETN,14415.0,하락  365,-2.47%,0.0,,,,
1629.0,KBSTAR V&S셀렉트밸류채권혼합,12000.0,상승  5,+0.04%,0.0,,,,
1630.0,한화우,29950.0,상승  300,+1.01%,5000.0,,,-18.46,
1631.0,대신 천연가스 선물 ETN(H),4780.0,하락  175,-3.53%,0.0,,,,
1632.0,KODEX 200exTOP,11945.0,하락  45,-0.38%,0.0,,,,
1633.0,KOSEF 코스닥150,6610.0,상승  60,+0.92%,0.0,,,,
1634.0,NPC우,2700.0,하락  5,-0.18%,500.0,,,6.22,
1635.0,ACE 멕시코MSCI(합성),15730.0,상승  260,+1.68%,0.0,,,,
1636.0,ACE 원자력테마딥서치,17680.0,상승  220,+1.26%,0.0,,,,
1637.0,KODEX 33-06 국고채액티브,10300.0,보합0,0.00%,0.0,,,,
1638.0,코오롱우,13110.0,상승  70,+0.54%,5000.0,,,-7.92,
1639.0,TIGER 코스닥150선물인버스,3735.0,하락  30,-0.80%,0.0,,,,
1640.0,에이리츠,3130.0,보합0,0.00%,5000.0,16.0,-15.0,-14.29,-3.64
1641.0,대신 2X 철광석 선물 ETN(H),13960.0,상승  45,+0.32%,0.0,,,,
1642.0,KB 레버리지 금 선물 ETN(H),27880.0,상승  450,+1.64%,0.0,,,,
1643.0,TIGER K게임,7535.0,상승  20,+0.27%,0.0,,,,
1644.0,코오롱모빌리티그룹우,5670.0,상승  70,+1.25%,500.0,,,123.26,
1645.0,한투 일본종합상사TOP5 ETN,13835.0,상승  255,+1.88%,0.0,,,,
1646.0,KODEX 코스피대형주,12560.0,하락  10,-0.08%,0.0,,,,
1647.0,VITA MZ소비액티브,9195.0,하락  45,-0.49%,0.0,,,,
1648.0,하나 레버리지 옥수수 선물 ETN(H),13780.0,하락  235,-1.68%,0.0,,,,
1649.0,한투 인버스 2X 플래티넘 선물 ETN,13760.0,상승  175,+1.29%,0.0,,,,
1650.0,히어로즈 25-09 미국채권(AA-이상)액티브,52915.0,상승  225,+0.43%,0.0,,,,
1651.0,한투 은 선물 ETN,13735.0,하락  105,-0.76%,0.0,
1652.0,KODEX MSCI KOREA ESG유니버설,10565.0,하락  15,-0.14%,0.0,
1653.0,메리츠 인버스 2X 구리 선물 ETN(H),13710.0,상승  165,+1.22%,0.0,
1654.0,QV 인버스 레버리지 구리 선물 ETN(H),13675.0,상승  195,+1.45%,0.0,
1655.0,KBSTAR 헬스케어채권혼합,11390.0,하락  15,-0.13%,0.0,
1656.0,메리츠 인버스 2X 금 선물 ETN(H),13615.0,하락  210,-1.52%,0.0,
1657.0,대원전선우,5190.0,하락  180,-3.35%,500.0,37.07
1658.0,메리츠 미국레버리지 인플레이션국채ETN(H),6785.0,상승  75,+1.12%,0.0,
1659.0,메리츠 인버스 미국채30년 ETN(H),13545.0,하락  100,-0.73%,0.0,
1660.0,KOSEF 국고채10년레버리지,104160.0,하락  150,-0.14%,0.0,
1661.0,KBSTAR 버크셔포트폴리오TOP10,10830.0,상승  110,+1.03%,0.0,
1662.0,신한 인버스 WTI원유 선물 ETN(H),2705.0,상승  45,+1.69%,0.0,
1663.0,TIGER 200 금융,7910.0,상승  70,+0.89%,0.0,
1664.0,SOL 반도체전공정,10735.0,상승  20,+0.19%,0.0,
1665.0,KOSEF KRX100,5590.0,하락  20,-0.36%,0.0,
1666.0,KODEX MSCI Korea,16770.0,하락  30,-0.18%,0.0,
1667.0,KBSTAR 미국장기국채선물(H),8380.0,상승  40,+0.48%,0.0,
1668.0,QV 인버스 레버리지 금 선물 ETN(H),13395.0,보합0,0.00%,0.0,
1669.0,ARIRANG 미국다우존스고배당주(합성 H),15735.0,상승  215,+1.39%,0.0,
1670.0,TIGER 원유선물인버스(H),2845.0,상승  50,+1.79%,0.0,
1671.0,신한 인버스 콩 선물 ETN(H),6675.0,상승  10,+0.15%,0.0,
1672.0,KOSEF 미국달러선물인버스2X,5145.0,하락  45,-0.87%,0.0,
1673.0,TIGER 글로벌자원생산기업(합성 H),15610.0,상승  155,+1.00%,0.0,
1674.0,메리츠 인버스 미국채10년 ETN(H),13260.0,보합0,0.00%,0.0,
1675.0,KODEX 미국S&P500금융,13955.0,상승  125,+0.90%,0.0,
1676.0,ACE 글로벌브랜드TOP10블룸버그,14705.0,상승  70,+0.48%,0.0,
1677.0,한진칼우,24650.0,상승  450,+1.86%,2500.0,3.77
1678.0,마이티 코스피100,27540.0,하락  245,-0.88%,0.0,
1679.0,삼성 나스닥 100 ETN(H),13185.0,하락  65,-0.49%,0.0,
1680.0,HANARO Fn K-게임,4115.0,하락  30,-0.72%,0.0,
1681.0,KODEX TDF2030액티브,11905.0,상승  70,+0.59%,0.0,
1682.0,미래에셋 인도네시아 Top5 ETN,13090.0,하락  10,-0.08%,0.0,
1683.0,메리츠 인버스 국채30년 ETN,13020.0,상승  10,+0.08%,0.0,
1684.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),12995.0,상승  390,+3.09%,0.0,
1685.0,QV iSelect-WG 그린에너지 ESG ETN,12995.0,보합0,0.00%,0.0,
1686.0,LX홀딩스1우,8840.0,보합0,0.00%,1000.0,7.92
1687.0,한투 S&P 인버스 2X 엔달러 선물 ETN(H),12925.0,보합0,0.00%,0.0,
1688.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),12925.0,하락  405,-3.04%,0.0,
1689.0,한투 구리 선물 ETN,12910.0,하락  135,-1.03%,0.0,
1690.0,삼성 S&P500 ETN,12885.0,하락  20,-0.15%,0.0,
1691.0,KB S&P 레버리지 WTI원유 선물 ETN(H),12880.0,하락  400,-3.01%,0.0,
1692.0,신한 달러인덱스 선물 ETN(H),12825.0,보합0,0.00%,0.0,
1693.0,한투 인버스 2X 유로스탁스50 ETN(H) B,12790.0,하락  215,-1.65%,0.0,
1694.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,12725.0,상승  170,+1.35%,0.0,
1695.0,HANARO 200 TOP10,8205.0,하락  50,-0.61%,0.0,
1696.0,메리츠 금 선물 ETN(H),12645.0,상승  50,+0.40%,0.0,
1697.0,삼성 금 선물 ETN(H),12610.0,상승  30,+0.24%,0.0,
1698.0,한투 인버스 플래티넘 선물 ETN,12565.0,상승  160,+1.29%,0.0,
1699.0,HANARO KOFR금리액티브(합성),104505.0,상승  25,+0.02%,0.0,
1700.0,ACE 미국IT인터넷S&P(합성 H),15625.0,하락  300,-1.88%,0.0,
1701.0,ARIRANG 애플채권혼합,11325.0,상승  80,+0.71%,0.0,
1702.0,신한 USD K200 선물 바이셀 ETN,6220.0,보합0,0.00%,0.0,
1703.0,KODEX 200가치저변동,11305.0,상승  50,+0.44%,0.0,
1704.0,KOSEF 고배당,10325.0,상승  95,+0.93%,0.0,
1705.0,JW중외제약2우B,58800.0,상승  500,+0.86%,2500.0,35.23
1706.0,QV S&P500 버퍼10% 6월 ETN(H),12335.0,보합0,0.00%,0.0,
1707.0,메리츠 은 선물 ETN(H),12325.0,하락  140,-1.12%,0.0,
1708.0,삼성 은 선물 ETN(H),12290.0,하락  370,-2.92%,0.0,
1709.0,QV S&P500 버퍼10% 12월 ETN(H),12245.0,보합0,0.00%,0.0,
1710.0,KODEX 미국S&P500통신서비스,12885.0,상승  65,+0.51%,0.0,
1711.0,TIGER 일본TOPIX(합성 H),23525.0,상승  435,+1.88%,0.0,
1712.0,ACE 미국주식베스트셀러,12230.0,하락  165,-1.33%,0.0,
1713.0,KODEX 미국서학개미,12185.0,하락  5,-0.04%,0.0,
1714.0,삼성 인버스 2X 코스피200 선물 ETN,12155.0,상승  20,+0.16%,0.0,
1715.0,한투 블룸버그 인도네시아 대표원자재 ETN,12145.0,하락  265,-2.14%,0.0,
1716.0,SOL KRX300,17350.0,하락  25,-0.14%,0.0,
1717.0,미래에셋 천연가스 선물 ETN(H),2020.0,하락  80,-3.81%,0.0,
1718.0,삼성 인버스 항셍테크 ETN(H),12110.0,하락  65,-0.53%,0.0,
1719.0,TIGER 코리아테크액티브,10790.0,하락  35,-0.32%,0.0,
1720.0,SOL 자동차TOP3플러스,11495.0,하락  105,-0.91%,0.0,
1721.0,신한 인버스 2X 코스피 200 선물 ETN,12065.0,하락  5,-0.04%,0.0,
1722.0,ACE 미국다우존스리츠(합성 H),75270.0,"상승  1,215",+1.64%,0.0,
1723.0,파워 코스피100,27235.0,상승  40,+0.15%,0.0,
1724.0,FOCUS AI코리아액티브,12585.0,하락  20,-0.16%,0.0,
1725.0,KB 인버스 2X 항셍테크 선물 ETN,11920.0,상승  40,+0.34%,0.0,
1726.0,QV S&P500 버퍼10% 3월 ETN(H),11910.0,보합0,0.00%,0.0,
1727.0,신한 레버리지 Russell 2000 ETN,11885.0,상승  375,+3.26%,0.0,
1728.0,KODEX TDF2040액티브,12510.0,상승  65,+0.52%,0.0,
1729.0,대신 인버스 2X 철광석 선물 ETN(H),11865.0,상승  5,+0.04%,0.0,
1730.0,KB 인버스 2X 콩 선물 ETN,23720.0,상승  135,+0.57%,0.0,
1731.0,HANARO Fn K-푸드,10750.0,하락  10,-0.09%,0.0,
1732.0,TIGER LG그룹+펀더멘털,7480.0,하락  20,-0.27%,0.0,
1733.0,에셋플러스 차이나일등기업포커스10액티브,11290.0,상승  45,+0.40%,0.0,
1734.0,KB 레버리지 항셍테크 선물 ETN(H) B,11740.0,보합0,0.00%,0.0,
1735.0,HANARO CD금리액티브(합성),101990.0,상승  5,0.00%,0.0,
1736.0,HANARO 글로벌생성형AI액티브,14600.0,하락  220,-1.48%,0.0,
1737.0,ITF 200,35920.0,하락  35,-0.10%,0.0,
1738.0,메리츠 S&P 유럽탄소배출권 선물 ETN(H),11605.0,상승  175,+1.53%,0.0,
1739.0,SOL 24-06 국고채액티브,105350.0,상승  30,+0.03%,0.0,
1740.0,KBSTAR TDF2050액티브,12170.0,하락  15,-0.12%,0.0,
1741.0,유유제약1우,5100.0,하락  40,-0.78%,1000.0,-47.66
1742.0,SOL 미국AI소프트웨어,9605.0,하락  320,-3.22%,0.0,
1743.0,신한 인버스 금 선물 ETN(H),5750.0,하락  40,-0.69%,0.0,
1744.0,QV 인버스 레버리지 WTI원유 선물 ETN(H),76.0,상승  2,+2.70%,0.0,
1745.0,KOSEF 의료AI,12000.0,"상승  2,280",+23.46%,0.0,
1746.0,한투 S&P 유럽탄소배출권 선물 ETN(H),11395.0,보합0,0.00%,0.0,
1747.0,KODEX 일본부동산리츠(H),11350.0,상승  120,+1.07%,0.0,
1748.0,TIGER AI코리아그로스액티브,12595.0,하락  5,-0.04%,0.0,
1749.0,QV 인버스 미국 IT TOP5 ETN(H),5655.0,상승  95,+1.71%,0.0,
1750.0,KBSTAR 중국MSCI China(H),7800.0,하락  5,-0.06%,0.0,
1751.0,메리츠 레버리지 국채5년 ETN,11270.0,보합0,0.00%,0.0,
1752.0,한투 인버스 2X 일본 엔선물 ETN,11250.0,하락  55,-0.49%,0.0,
1753.0,KOSEF 물가채KIS,112385.0,상승  40,+0.04%,0.0,
1754.0,KB 레버리지 은 선물 ETN(H),22460.0,하락  575,-2.50%,0.0,
1755.0,KODEX 운송,4675.0,상승  90,+1.96%,0.0,
1756.0,메리츠 인버스 2X 국채10년 ETN,11215.0,보합0,0.00%,0.0,
1757.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,11190.0,하락  210,-1.84%,0.0,
1758.0,SOL 유럽탄소배출권선물S&P(H),11180.0,상승  195,+1.78%,0.0,
1759.0,넥센우,3100.0,하락  5,-0.16%,500.0,2.25
1760.0,ARIRANG 코스피50,24790.0,상승  50,+0.20%,0.0,
1761.0,메리츠 구리 선물 ETN(H),11040.0,하락  155,-1.38%,0.0,
1762.0,메리츠 인버스 국채10년 ETN,11010.0,보합0,0.00%,0.0,
1763.0,KODEX 코스닥글로벌,11000.0,상승  85,+0.78%,0.0,
1764.0,대신 3X 레버리지 국채30년 ETN,54960.0,상승  885,+1.64%,0.0,
1765.0,삼양사우,29700.0,하락  50,-0.17%,5000.0,2.69
1766.0,ACE 미국달러단기채권액티브,10985.0,상승  35,+0.32%,0.0,
1767.0,메리츠 KAP 인버스 2X 일본 엔화 ETN,21935.0,하락  250,-1.13%,0.0,
1768.0,삼성 구리 선물 ETN(H),10965.0,하락  95,-0.86%,0.0,
1769.0,메리츠 국채5년 ETN,10955.0,보합0,0.00%,0.0,
1770.0,메리츠 레버리지 국채3년 ETN,10905.0,보합0,0.00%,0.0,
1771.0,SOL 의료기기소부장Fn,9070.0,상승  55,+0.61%,0.0,
1772.0,신한 인버스 2X 구리 선물 ETN,2175.0,상승  35,+1.64%,0.0,
1773.0,메리츠 KAP 레버리지 중국 위안화 ETN,21735.0,보합0,0.00%,0.0,
1774.0,신한 코스피 200 TR ETN,10860.0,하락  95,-0.87%,0.0,
1775.0,TIGER 한중반도체(합성),12750.0,하락  20,-0.16%,0.0,
1776.0,한투 인버스 금 선물 ETN,10780.0,하락  25,-0.23%,0.0,
1777.0,메리츠 국채3년 ETN,10765.0,보합0,0.00%,0.0,
1778.0,하나 인버스 2X 콩 선물 ETN(H),10750.0,하락  45,-0.42%,0.0,
1779.0,삼성 코스피 200 TR ETN,10720.0,하락  20,-0.19%,0.0,
1780.0,한투 블룸버그 WTI원유 선물 ETN,10710.0,하락  115,-1.06%,0.0,
1781.0,에셋플러스 글로벌대장장이액티브,14865.0,상승  65,+0.44%,0.0,
1782.0,삼성 블룸버그 WTI원유 선물 ETN,10695.0,하락  45,-0.42%,0.0,
1783.0,KOSEF 미국S&P500(H),13340.0,하락  25,-0.19%,0.0,
1784.0,신한 S&P 인버스 2X 유로 선물 ETN(H),10635.0,보합0,0.00%,0.0,
1785.0,메리츠 KAP 중국 위안화 ETN,10630.0,상승  45,+0.43%,0.0,
1786.0,KODEX 미국S&P500필수소비재,11170.0,상승  155,+1.41%,0.0,
1787.0,삼성 인버스 코스피 200 선물 ETN,10610.0,하락  5,-0.05%,0.0,
1788.0,신한 S&P 인버스 유로 선물 ETN(H),10590.0,하락  20,-0.19%,0.0,
1789.0,KBSTAR 글로벌비만산업TOP2+,10580.0,상승  55,+0.52%,0.0,
1790.0,메리츠 3X 레버리지 국채3년 ETN,21070.0,보합0,0.00%,0.0,
1791.0,WOORI 한국부동산TOP3플러스,10510.0,상승  10,+0.10%,0.0,
1792.0,FOCUS KRX300,17490.0,하락  15,-0.09%,0.0,
1793.0,KODEX 미국S&P500경기소비재,13085.0,상승  195,+1.51%,0.0,
1794.0,신한 S&P 유로 선물 ETN(H),10365.0,보합0,0.00%,0.0,
1795.0,ARIRANG 글로벌수소&차세대연료전지MV,4930.0,상승  45,+0.92%,0.0,
1796.0,한투 인버스 2X 은 선물 ETN,10345.0,상승  220,+2.17%,0.0,
1797.0,메리츠 3X 레버리지 국채5년 ETN,20680.0,보합0,0.00%,0.0,
1798.0,대신 인버스 국채10년 ETN,10340.0,보합0,0.00%,0.0,
1799.0,신한 코스닥 150 TR ETN,10315.0,상승  70,+0.68%,0.0,
1800.0,KODEX 기계장비,6845.0,상승  35,+0.51%,0.0,
1801.0,대신 국채10년 ETN,10260.0,보합0,0.00%,0.0,
1802.0,TIMEFOLIO K컬처액티브,10250.0,상승  30,+0.29%,0.0,
1803.0,TIGER 은행,8360.0,상승  135,+1.64%,0.0,
1804.0,신한 인버스 Russell 2000 ETN,10195.0,하락  125,-1.21%,0.0,
1805.0,신한 S&P 레버리지 유로 선물 ETN(H),10155.0,보합0,0.00%,0.0,
1806.0,삼성 인버스 China A50 선물 ETN(H),10150.0,상승  5,+0.05%,0.0,
1807.0,대신 인버스 3X 국채10년 ETN,20295.0,보합0,0.00%,0.0,
