N,종목명,현재가,전일비,등락률,액면가,매출액,영업이익,PER,ROE
2136.0,신한 인버스 2X 금 선물 ETN,4105.0,하락  25,-0.61%,0.0,
2137.0,ACE 미국빅테크TOP7 Plus인버스(합성),13540.0,상승  95,+0.71%,0.0,
2138.0,ARIRANG 글로벌인공지능산업MV,11470.0,하락  360,-3.04%,0.0,
2139.0,한투 인버스 나스닥 100 ETN,4005.0,상승  45,+1.14%,0.0,
2140.0,KBSTAR 200에너지화학,8325.0,상승  135,+1.65%,0.0,
2141.0,KOSEF 차이나A50커넥트레버리지MSCI(합성H),7910.0,하락  45,-0.57%,0.0,
2142.0,ARIRANG 심천차이넥스트(합성),7880.0,상승  30,+0.38%,0.0,
2143.0,FOCUS 혁신기업액티브,8710.0,하락  65,-0.74%,0.0,
2144.0,KBSTAR Fn플랫폼테마,6525.0,상승  10,+0.15%,0.0,
2145.0,TIGER 금속선물(H),6500.0,하락  115,-1.74%,0.0,
2146.0,HANARO 고배당,12905.0,상승  95,+0.74%,0.0,
2147.0,서울식품우,1720.0,하락  10,-0.58%,100.0,-860.0
2148.0,KBSTAR 국채선물10년,51680.0,하락  105,-0.20%,0.0,
2149.0,HK S&P코리아로우볼,12650.0,보합0,0.00%,0.0,
2150.0,HANARO Fn골프테마,5815.0,상승  110,+1.93%,0.0,
2151.0,미래에셋 인버스 원유선물혼합 ETN(H),3740.0,상승  60,+1.63%,0.0,
2152.0,유유제약2우B,11450.0,상승  70,+0.62%,1000.0,-107.01
2153.0,ARIRANG TDF2060액티브,13170.0,상승  70,+0.53%,0.0,
2154.0,진흥기업2우B,12450.0,상승  10,+0.08%,500.0,41.09
2155.0,성문전자우,6050.0,하락  50,-0.82%,500.0,-74.69
2156.0,KOSEF 코스닥150선물인버스,6600.0,하락  70,-1.05%,0.0,
2157.0,진흥기업우B,4070.0,하락  110,-2.63%,500.0,13.43
2158.0,KOSEF K-테크TOP10,11445.0,하락  40,-0.35%,0.0,
2159.0,동양우,5490.0,상승  40,+0.73%,500.0,171.56
2160.0,TIGER 200에너지화학레버리지,6395.0,상승  325,+5.35%,0.0,
2161.0,동양2우B,10810.0,하락  280,-2.52%,500.0,337.81
2162.0,TIGER 방송통신,6650.0,하락  20,-0.30%,0.0,
2163.0,KBSTAR 200중공업,13840.0,상승  45,+0.33%,0.0,
2164.0,SOL 차이나강소기업CSI500(합성 H),4135.0,보합0,0.00%,0.0,
2165.0,ARIRANG 미국대체투자Top10MV,16515.0,상승  210,+1.29%,0.0,
2166.0,KBSTAR 국채선물5년추종,49290.0,하락  115,-0.23%,0.0,
2167.0,KBSTAR 팔라듐선물인버스(H),6475.0,보합0,0.00%,0.0,
2168.0,KBSTAR 미국장기국채선물인버스2X(합성 H),10700.0,하락  235,-2.15%,0.0,
2169.0,HANARO 미국애그테크,10675.0,상승  175,+1.67%,0.0,
2170.0,ACE 스마트로우볼,15955.0,하락  25,-0.16%,0.0,
2171.0,KBSTAR 200철강소재,8380.0,하락  5,-0.06%,0.0,
2172.0,HANARO 유로존국채25년플러스(합성 H),48940.0,보합0,0.00%,0.0,
2173.0,ARIRANG 중형주저변동50,12515.0,상승  90,+0.72%,0.0,
2174.0,ARIRANG 코스닥150선물인버스,5655.0,하락  50,-0.88%,0.0,
2175.0,QV 인버스 레버리지 S&P500 ETN,1513.0,상승  24,+1.61%,0.0,
2176.0,KBSTAR 200건설,12455.0,하락  55,-0.44%,0.0,
2177.0,대신 S&P500 VIX S/T 선물 ETN,2985.0,보합0,0.00%,0.0,
2178.0,금호건설우,10010.0,하락  370,-3.56%,5000.0,-67.64
2179.0,KOSEF 200선물인버스,5555.0,상승  10,+0.18%,0.0,
2180.0,ACE 스마트밸류,14435.0,하락  35,-0.24%,0.0,
2181.0,KOSEF 글로벌전력반도체,9565.0,상승  375,+4.08%,0.0,
2182.0,ACE 인버스,5335.0,상승  10,+0.19%,0.0,
2183.0,ARIRANG ESG성장주액티브,8780.0,상승  85,+0.98%,0.0,
2184.0,ACE 스마트하이베타,13145.0,하락  40,-0.30%,0.0,
2185.0,HANARO 코스닥150선물레버리지,9845.0,하락  30,-0.30%,0.0,
2186.0,KOSEF 코스닥150선물레버리지,5005.0,상승  95,+1.93%,0.0,
2187.0,ARIRANG 글로벌희토류전략자원기업MV,4955.0,상승  20,+0.41%,0.0,
2188.0,KBSTAR 코스닥150선물인버스,3765.0,하락  35,-0.92%,0.0,
2189.0,ARIRANG TDF2040액티브,11625.0,상승  25,+0.22%,0.0,
2190.0,KBSTAR 모멘텀밸류,15970.0,상승  70,+0.44%,0.0,
2191.0,KBSTAR 차이나H선물인버스(H),11935.0,하락  75,-0.62%,0.0,
2192.0,ARIRANG TDF2030액티브,11365.0,보합0,0.00%,0.0,
2193.0,신한 인버스 브렌트원유 선물 ETN(H),2265.0,상승  65,+2.95%,0.0,
2194.0,ARIRANG TDF2050액티브,12500.0,보합0,0.00%,0.0,
2195.0,KBSTAR 미국장기국채선물인버스(H),11030.0,상승  25,+0.23%,0.0,
2196.0,ARIRANG KRX300,17170.0,상승  10,+0.06%,0.0,
2197.0,TIGER BBIG레버리지,1932.0,하락  19,-0.97%,0.0,
2198.0,KBSTAR 모멘텀로우볼,15885.0,하락  75,-0.47%,0.0,
2199.0,ACE 미국스팩&IPO INDXX,5140.0,상승  40,+0.78%,0.0,
2200.0,KBSTAR 200경기소비재,10545.0,상승  20,+0.19%,0.0,
2201.0,KBSTAR 200생활소비재,6575.0,상승  50,+0.77%,0.0
2202.0,KBSTAR 200커뮤니케이션서비스,10420.0,하락  80,-0.76%,0.0
2203.0,ARIRANG 200동일가중,10340.0,보합0,0.00%,0.0
2204.0,KBSTAR 200산업재,12060.0,하락  70,-0.58%,0.0
